0.0	177.0	2.8165952135745727	5.042302357172005
0.0	178.0	2.705495521073914	6.315311263637476
0.0	179.0	4.877923932139851	5.694535630926929
0.0	180.0	8.995485064717798	6.704758378688759
0.0	181.0	10.607145567148933	5.596250995738764
0.0	182.0	18.1214324748058	7.830649415603716
0.0	183.0	7.199952561154106	-22.21756370942657
0.0	184.0	2.709493145311029	-23.505660383419844
0.0	185.0	13.103190616812384	-23.232500710542652
0.0	186.0	0.3731769900073232	-23.863165662848665
0.0	187.0	16.767706946343083	-22.63669956880581
0.0	188.0	0.9628774589674549	-27.67540478605278
0.0	189.0	24.047552468119136	-21.84911647231015
0.0	190.0	0.48819070828582767	-31.42425665851838
0.0	191.0	25.674239764749842	-22.076874935780673
0.0	192.0	27.08919944797873	-23.265621377358208
0.0	193.0	0.31497603276605446	-37.268437587571654
0.0	194.0	31.867950505673377	-22.33226836530308
0.0	195.0	0.15755973911083743	-41.10704820148602
0.0	196.0	34.0383929409378	-22.99608911794185
0.0	197.0	0.32205202910571984	-42.76124144693256
0.0	198.0	39.49009693438694	-22.03563319054311
0.0	199.0	40.3277697156843	-22.608673432383732
0.0	200.0	42.42806994070469	-22.01428207571729
0.0	201.0	0.280486199482624	-50.19357608168856
0.0	202.0	45.339982500676655	-27.305867151403937
0.0	203.0	44.32583171434689	-27.43836632384364
0.0	204.0	44.002891714694016	-33.65825800565421
0.0	205.0	45.586263260321005	-30.57815512835751
0.0	206.0	45.26137511640144	-32.06982465007114
0.0	207.0	0.38558666260013297	57.83168851778103
0.0	208.0	44.80074768416927	-38.187701204748194
0.0	209.0	0.185468751624569	-58.084258281913996
0.0	210.0	44.29683303249092	-39.179106850553744
0.0	211.0	38.61732941149029	46.07942716986266
0.0	212.0	0.16936115046794953	-59.413961393231375
0.0	213.0	11.868927684068666	59.37946185125301
0.0	214.0	12.13602130259818	58.57666955472689
0.0	215.0	15.656564570481976	58.210823274532885
0.0	216.0	35.91268373345062	48.052331997494385
0.0	217.0	17.22994170694409	57.82791825358882
0.0	218.0	24.00815681979151	57.0894658234827
0.0	219.0	24.483652905209027	57.4765459547468
0.0	220.0	31.055256228586217	53.635028098986595
0.0	265.0	38.22613774851803	48.084915189503874
0.0	266.0	22.16996975502127	58.174696454560916
0.0	267.0	19.152933138113553	59.26604844962537
0.0	268.0	35.89616548392621	50.78584846009299
